sample_id,dice,iou,sensitivity,specificity,precision,accuracy
ISPY1_1163,0.23604324004146304,0.13381464069845533,0.13381464069845533,1.0,1.0,0.9803199768066406
ISPY1_1164,0.7728337236533958,0.6297709923664122,0.6307339449541285,0.9999767639996902,0.9975816203143894,0.9944496154785156
ISPY1_1165,0.048558928631065694,0.024883625410733846,0.025302798273701795,0.9979264133806317,0.6003303055326177,0.8913230895996094
ISPY1_1166,0.0,0.0,0.0,0.9921280585126989,0.0,0.9769439697265625
ISPY1_1167,0.0,0.0,0.0,1.0,1.0,0.9455108642578125
ISPY1_1168,0.8418503269556793,0.7268925135926391,0.7427350427350428,0.9998036981724685,0.9714924538848518,0.9975090026855469
ISPY1_1169,0.33664076509264795,0.2023860859565905,0.3867069486404834,0.9871722958727752,0.29805249788314986,0.9788322448730469
ISPY1_1171,0.008631023735315272,0.004334216229231881,0.023076923076923078,0.9870946266509543,0.005308168681804777,0.9842262268066406
ISPY1_1172,0.0,0.0,0.0,0.9906560479419649,0.0,0.9585189819335938
ISPY1_1173,0.0,0.0,0.0,0.9999414637409687,0.0,0.9123001098632812
ISPY1_1174,0.0,0.0,0.0,1.0,1.0,0.944061279296875
ISPY1_1175,0.1604929723741605,0.08724781692261367,0.08730039168424224,0.9999678544449266,0.9931448157669237,0.9537467956542969
ISPY1_1176,0.21124064729424047,0.11809338521400778,0.1185546875,0.9999221862549801,0.9681020733652312,0.9827079772949219
ISPY1_1177,0.0,0.0,0.0,0.9871214330667567,0.0,0.98126220703125
ISPY1_1179,0.06681270536692223,0.03456090651558073,0.03456090651558073,1.0,1.0,0.98699951171875
ISPY1_1180,0.800527096030308,0.667399066190607,0.7930809399477807,0.9977728886830323,0.8081143997339542,0.9953804016113281
ISPY1_1181,0.23018011629556093,0.13005849827710553,0.13364624505928854,0.99866,0.8289070480081716,0.958587646484375
ISPY1_1182,0.7313157409116073,0.5764363636363636,0.9039689781021898,0.9903359714463067,0.6140378060117756,0.9888916015625
ISPY1_1183,0.422462648119526,0.2677988242978446,0.2677988242978446,1.0,1.0,0.9743423461914062
ISPY1_1184,0.1633281972265023,0.08892617449664429,0.08892617449664429,1.0,1.0,0.9772148132324219
ISPY1_1185,0.29248152976966535,0.17129040468312548,0.1797542735042735,0.9992840557275542,0.7843822843822844,0.987579345703125
ISPY1_1187,0.02270215117762095,0.011481401849064717,0.011502671032224712,0.9998200324778598,0.8612903225806452,0.9123077392578125
ISPY1_1188,0.0,0.0,0.0,1.0,1.0,0.997711181640625
ISPY1_1189,0.3531494320696268,0.2144392690791831,0.8636363636363636,0.9676449269774686,0.22195438531429632,0.9665451049804688
ISPY1_1191,0.8270189431704885,0.7050573735656609,0.848159509202454,0.9969252455156603,0.8069066147859922,0.9947052001953125
ISPY1_1192,0.0,0.0,0.0,1.0,1.0,0.9965362548828125
ISPY1_1193,0.9122181169575743,0.8386038884984774,0.9123343527013251,0.9986639299821858,0.9121019108280255,0.9973716735839844
ISPY1_1194,0.021142057247670994,0.01068396916772368,0.01068396916772368,1.0,1.0,0.8452835083007812
ISPY1_1196,0.2841828691539674,0.1656253828249418,0.7191489361702128,0.9758591276549965,0.17707924034053701,0.9740180969238281
ISPY1_1197,0.0,0.0,0.0,1.0,1.0,0.96319580078125
ISPY1_1198,0.08568257491675915,0.044758812615955476,0.044758812615955476,1.0,1.0,0.9842872619628906
ISPY1_1199,0.0,0.0,0.0,1.0,1.0,0.92340087890625
ISPY1_1201,0.6156096541636192,0.4446792452830189,0.8965307364576993,0.9871010360892845,0.46873508353221954,0.9859657287597656
ISPY1_1202,0.0,0.0,0.0,0.9977294743331049,0.0,0.9940338134765625
ISPY1_1203,0.49094491883269215,0.3253326700659122,0.32602193419740777,0.9999331024712734,0.9935434865172806,0.9793052673339844
ISPY1_1204,0.5698576972833118,0.3984622342831298,0.7621107266435986,0.9918793682071493,0.4550619834710744,0.9898529052734375
